Postcode,Datum,Soort
5216,08-05-2023,Woninginbraak
5216,25-04-2023,Woninginbraak
5221,18-06-2023,Woninginbraak
5223,19-07-2023,Woninginbraak
5223,17-06-2023,Woninginbraak
5223,10-06-2023,Woninginbraak
5223,20-05-2023,Woninginbraak
5223,20-05-2023,Woninginbraak
5224,26-04-2023,Woninginbraak
5231,18-06-2023,Woninginbraak
5231,28-05-2023,Woninginbraak
5231,27-04-2023,Woninginbraak
5233,14-07-2023,Woninginbraak
5235,11-06-2023,Woninginbraak
5235,10-06-2023,Woninginbraak
5236,27-06-2023,Woninginbraak
5237,26-04-2023,Poging tot woninginbraak
5241,10-07-2023,Poging tot woninginbraak
5241,02-07-2023,Woninginbraak
5241,02-07-2023,Woninginbraak
5241,13-05-2023,Woninginbraak
5246,01-06-2023,Woninginbraak
5246,05-05-2023,Woninginbraak
5247,27-04-2023,Woninginbraak
5248,20-05-2023,Woninginbraak
5251,10-06-2023,Woninginbraak
5251,05-06-2023,Woninginbraak
5251,26-05-2023,Woninginbraak
5251,02-05-2023,Poging tot woninginbraak
5256,14-06-2023,Woninginbraak
5258,17-07-2023,Poging tot woninginbraak
5258,21-06-2023,Woninginbraak
5258,17-06-2023,Woninginbraak
5261,12-07-2023,Woninginbraak
5261,29-06-2023,Woninginbraak
5261,09-06-2023,Woninginbraak
5262,30-05-2023,Poging tot woninginbraak
5263,11-07-2023,Woninginbraak
5263,22-06-2023,Woninginbraak
5263,06-06-2023,Woninginbraak
5268,19-06-2023,Poging tot woninginbraak
5271,07-07-2023,Woninginbraak
5271,24-06-2023,Woninginbraak
5271,20-06-2023,Poging tot woninginbraak
5271,14-05-2023,Woninginbraak
5271,11-05-2023,Woninginbraak
5271,10-05-2023,Woninginbraak
5281,10-06-2023,Woninginbraak
5282,14-06-2023,Woninginbraak
5283,19-07-2023,Woninginbraak
5283,17-07-2023,Woninginbraak
5283,16-06-2023,Woninginbraak
5283,18-05-2023,Poging tot woninginbraak
5283,28-04-2023,Woninginbraak
5296,27-04-2023,Woninginbraak
5298,19-07-2023,Woninginbraak
5298,05-07-2023,Woninginbraak
5298,18-06-2023,Woninginbraak
5301,11-07-2023,Woninginbraak
5301,28-06-2023,Woninginbraak
5301,23-06-2023,Woninginbraak
5301,05-06-2023,Woninginbraak
5302,09-07-2023,Poging tot woninginbraak
5306,26-04-2023,Woninginbraak
5308,26-04-2023,Poging tot woninginbraak
5314,12-07-2023,Poging tot woninginbraak
5321,10-06-2023,Woninginbraak
5328,01-06-2023,Poging tot woninginbraak
5331,18-07-2023,Woninginbraak
5331,12-06-2023,Woninginbraak
5331,26-05-2023,Woninginbraak
5331,23-04-2023,Woninginbraak
5331,23-04-2023,Woninginbraak
5331,23-04-2023,Woninginbraak
5334,28-06-2023,Woninginbraak
5334,21-04-2023,Woninginbraak
5341,03-05-2023,Woninginbraak
5342,26-06-2023,Woninginbraak
5342,19-06-2023,Poging tot woninginbraak
5344,07-07-2023,Woninginbraak
5344,07-06-2023,Woninginbraak
5344,24-04-2023,Woninginbraak
5345,04-07-2023,Woninginbraak
5345,02-05-2023,Woninginbraak
5348,26-06-2023,Woninginbraak
5348,20-05-2023,Woninginbraak
5348,17-05-2023,Woninginbraak
5371,04-06-2023,Woninginbraak
5371,02-06-2023,Poging tot woninginbraak
5373,22-05-2023,Poging tot woninginbraak
5373,22-05-2023,Poging tot woninginbraak
5382,23-04-2023,Poging tot woninginbraak
5384,15-06-2023,Woninginbraak
5384,04-06-2023,Woninginbraak
5388,25-05-2023,Woninginbraak
5388,02-05-2023,Woninginbraak
5398,08-05-2023,Woninginbraak
5401,05-05-2023,Woninginbraak
5402,21-06-2023,Woninginbraak
5402,07-05-2023,Woninginbraak
5402,25-04-2023,Woninginbraak
5404,21-06-2023,Poging tot woninginbraak
5404,04-06-2023,Woninginbraak
5404,19-05-2023,Woninginbraak
5408,08-07-2023,Poging tot woninginbraak
5408,04-05-2023,Woninginbraak
5411,07-07-2023,Poging tot woninginbraak
5411,26-06-2023,Woninginbraak
5411,23-06-2023,Woninginbraak
5411,27-05-2023,Woninginbraak
5411,18-05-2023,Woninginbraak
5411,04-05-2023,Woninginbraak
5421,06-06-2023,Woninginbraak
5421,26-04-2023,Woninginbraak
5424,28-05-2023,Woninginbraak
5427,20-06-2023,Woninginbraak
5427,05-06-2023,Woninginbraak
5427,28-04-2023,Poging tot woninginbraak
5431,14-07-2023,Poging tot woninginbraak
5431,13-07-2023,Woninginbraak
5431,02-07-2023,Woninginbraak
5431,29-04-2023,Woninginbraak
5443,17-07-2023,Woninginbraak
5443,27-04-2023,Woninginbraak
5451,18-05-2023,Woninginbraak
5451,24-04-2023,Woninginbraak
5453,14-05-2023,Woninginbraak
5461,23-06-2023,Woninginbraak
5467,03-07-2023,Woninginbraak
5467,20-06-2023,Woninginbraak
5469,19-07-2023,Woninginbraak
5469,19-07-2023,Woninginbraak
5469,05-07-2023,Woninginbraak
5469,15-05-2023,Woninginbraak
5471,02-06-2023,Woninginbraak
5481,25-06-2023,Woninginbraak
5482,31-05-2023,Woninginbraak
5503,12-07-2023,Woninginbraak
5503,06-07-2023,Woninginbraak
5503,11-05-2023,Woninginbraak
5505,28-06-2023,Woninginbraak
5506,10-06-2023,Woninginbraak
5508,14-06-2023,Poging tot woninginbraak
5508,17-05-2023,Poging tot woninginbraak
5508,15-05-2023,Woninginbraak
5521,29-06-2023,Poging tot woninginbraak
5521,23-06-2023,Woninginbraak
5521,23-06-2023,Woninginbraak
5521,16-06-2023,Woninginbraak
5521,10-06-2023,Woninginbraak
5521,13-05-2023,Woninginbraak
5521,01-05-2023,Woninginbraak
5524,07-07-2023,Poging tot woninginbraak
5531,24-04-2023,Woninginbraak
5541,26-05-2023,Woninginbraak
5551,24-04-2023,Poging tot woninginbraak
5552,26-04-2023,Woninginbraak
5554,26-06-2023,Woninginbraak
5554,14-06-2023,Woninginbraak
5554,20-05-2023,Woninginbraak
5561,10-06-2023,Woninginbraak
5571,22-05-2023,Poging tot woninginbraak
5571,22-05-2023,Woninginbraak
5575,30-06-2023,Poging tot woninginbraak
5581,13-06-2023,Woninginbraak
5581,08-06-2023,Woninginbraak
5581,27-05-2023,Woninginbraak
5581,13-05-2023,Woninginbraak
5583,27-05-2023,Woninginbraak
5591,11-07-2023,Woninginbraak
5595,12-06-2023,Woninginbraak
5595,21-05-2023,Woninginbraak
5611,03-07-2023,Woninginbraak
5611,24-06-2023,Woninginbraak
5611,21-06-2023,Woninginbraak
5611,13-06-2023,Poging tot woninginbraak
5611,12-06-2023,Woninginbraak
5611,29-05-2023,Woninginbraak
5611,21-05-2023,Woninginbraak
5612,03-07-2023,Poging tot woninginbraak
5612,19-05-2023,Poging tot woninginbraak
5612,17-05-2023,Woninginbraak
5612,14-05-2023,Woninginbraak
5612,11-05-2023,Poging tot woninginbraak
5612,11-05-2023,Woninginbraak
5612,24-04-2023,Poging tot woninginbraak
5613,15-07-2023,Woninginbraak
5613,24-05-2023,Woninginbraak
5613,24-04-2023,Woninginbraak
5613,20-04-2023,Woninginbraak
5614,21-06-2023,Woninginbraak
5615,20-06-2023,Woninginbraak
5615,17-06-2023,Woninginbraak
5615,15-05-2023,Woninginbraak
5615,03-05-2023,Woninginbraak
5616,02-07-2023,Poging tot woninginbraak
5616,22-06-2023,Woninginbraak
5616,18-06-2023,Woninginbraak
5621,22-06-2023,Poging tot woninginbraak
5621,04-05-2023,Woninginbraak
5621,01-05-2023,Woninginbraak
5622,06-07-2023,Woninginbraak
5622,11-06-2023,Woninginbraak
5622,16-05-2023,Poging tot woninginbraak
5622,25-04-2023,Woninginbraak
5623,15-06-2023,Woninginbraak
5623,09-06-2023,Woninginbraak
5623,01-06-2023,Woninginbraak
5623,26-05-2023,Woninginbraak
5623,22-04-2023,Woninginbraak
5624,10-07-2023,Woninginbraak
5624,23-06-2023,Woninginbraak
5624,30-05-2023,Woninginbraak
5624,22-05-2023,Woninginbraak
5625,22-06-2023,Woninginbraak
5625,31-05-2023,Woninginbraak
5625,26-04-2023,Woninginbraak
5627,03-07-2023,Woninginbraak
5627,02-06-2023,Poging tot woninginbraak
5627,18-05-2023,Poging tot woninginbraak
5628,13-07-2023,Woninginbraak
5628,21-05-2023,Poging tot woninginbraak
5629,05-07-2023,Woninginbraak
5629,05-07-2023,Woninginbraak
5629,11-06-2023,Woninginbraak
5629,11-05-2023,Woninginbraak
5631,14-07-2023,Woninginbraak
5631,19-06-2023,Woninginbraak
5631,14-05-2023,Woninginbraak
5632,28-06-2023,Woninginbraak
5632,22-06-2023,Woninginbraak
5632,10-06-2023,Poging tot woninginbraak
5632,29-04-2023,Poging tot woninginbraak
5641,07-07-2023,Woninginbraak
5641,05-07-2023,Woninginbraak
5641,05-06-2023,Woninginbraak
5641,09-05-2023,Woninginbraak
5642,05-07-2023,Woninginbraak
5642,20-06-2023,Woninginbraak
5643,08-06-2023,Woninginbraak
5643,06-06-2023,Woninginbraak
5644,16-05-2023,Woninginbraak
5644,23-04-2023,Poging tot woninginbraak
5644,23-04-2023,Woninginbraak
5645,19-07-2023,Woninginbraak
5652,12-05-2023,Woninginbraak
5653,25-05-2023,Woninginbraak
5654,12-05-2023,Woninginbraak
5654,12-05-2023,Woninginbraak
5655,25-05-2023,Woninginbraak
5658,03-07-2023,Poging tot woninginbraak
5658,08-06-2023,Woninginbraak
5658,05-05-2023,Woninginbraak
5662,26-04-2023,Poging tot woninginbraak
5663,22-06-2023,Poging tot woninginbraak
5663,01-06-2023,Woninginbraak
5663,14-05-2023,Poging tot woninginbraak
5665,17-07-2023,Woninginbraak
5665,19-06-2023,Woninginbraak
5665,04-06-2023,Woninginbraak
5666,03-07-2023,Poging tot woninginbraak
5666,28-04-2023,Woninginbraak
5667,31-05-2023,Woninginbraak
5671,28-06-2023,Woninginbraak
5672,27-06-2023,Woninginbraak
5672,12-05-2023,Woninginbraak
5673,13-06-2023,Woninginbraak
5673,02-05-2023,Woninginbraak
5673,02-05-2023,Woninginbraak
5673,25-04-2023,Woninginbraak
5674,19-07-2023,Woninginbraak
5674,03-06-2023,Woninginbraak
5674,21-05-2023,Woninginbraak
5674,06-05-2023,Poging tot woninginbraak
5681,16-06-2023,Woninginbraak
5681,28-05-2023,Woninginbraak
5682,13-07-2023,Woninginbraak
5682,13-07-2023,Woninginbraak
5682,13-07-2023,Woninginbraak
5683,09-07-2023,Woninginbraak
5683,30-06-2023,Poging tot woninginbraak
5684,18-07-2023,Woninginbraak
5685,24-04-2023,Woninginbraak
5688,27-05-2023,Poging tot woninginbraak
5688,25-05-2023,Woninginbraak
5691,29-06-2023,Woninginbraak
5691,27-05-2023,Woninginbraak
5691,20-04-2023,Woninginbraak
5694,25-06-2023,Woninginbraak
5701,17-07-2023,Woninginbraak
5701,26-06-2023,Woninginbraak
5701,23-06-2023,Woninginbraak
5701,15-06-2023,Woninginbraak
5701,26-05-2023,Woninginbraak
5701,25-05-2023,Woninginbraak
5701,11-05-2023,Woninginbraak
5701,10-05-2023,Woninginbraak
5702,10-06-2023,Woninginbraak
5702,29-05-2023,Poging tot woninginbraak
5702,20-04-2023,Poging tot woninginbraak
5704,06-07-2023,Woninginbraak
5704,05-07-2023,Poging tot woninginbraak
5704,02-06-2023,Woninginbraak
5704,07-05-2023,Woninginbraak
5704,29-04-2023,Woninginbraak
5706,01-05-2023,Woninginbraak
5707,18-07-2023,Woninginbraak
5707,15-07-2023,Poging tot woninginbraak
5707,07-07-2023,Woninginbraak
5707,04-06-2023,Woninginbraak
5708,23-06-2023,Woninginbraak
5708,02-06-2023,Poging tot woninginbraak
5708,25-05-2023,Poging tot woninginbraak
5708,25-05-2023,Woninginbraak
5708,23-05-2023,Woninginbraak
5708,23-05-2023,Woninginbraak
5708,23-05-2023,Woninginbraak
5709,20-05-2023,Poging tot woninginbraak
5709,19-05-2023,Poging tot woninginbraak
5709,12-05-2023,Woninginbraak
5709,05-05-2023,Poging tot woninginbraak
5711,01-07-2023,Woninginbraak
5721,21-05-2023,Woninginbraak
5724,27-06-2023,Woninginbraak
5724,27-06-2023,Woninginbraak
5724,17-05-2023,Woninginbraak
5731,14-07-2023,Woninginbraak
5731,26-06-2023,Poging tot woninginbraak
5731,09-06-2023,Woninginbraak
5731,28-05-2023,Woninginbraak
5731,23-04-2023,Woninginbraak
5731,22-04-2023,Woninginbraak
5735,20-05-2023,Woninginbraak
5741,23-06-2023,Woninginbraak
5741,06-06-2023,Woninginbraak
5741,01-06-2023,Poging tot woninginbraak
5741,26-05-2023,Woninginbraak
5741,26-05-2023,Woninginbraak
5741,26-05-2023,Woninginbraak
5741,24-05-2023,Woninginbraak
5741,06-05-2023,Poging tot woninginbraak
5741,26-04-2023,Poging tot woninginbraak
5751,28-04-2023,Woninginbraak
5752,10-07-2023,Woninginbraak
5753,01-05-2023,Woninginbraak
5754,28-04-2023,Woninginbraak
5757,02-07-2023,Woninginbraak
5761,11-06-2023,Woninginbraak
5766,23-04-2023,Woninginbraak
5768,01-06-2023,Woninginbraak
5768,15-05-2023,Woninginbraak
5801,17-07-2023,Woninginbraak
5802,10-07-2023,Woninginbraak
5803,19-07-2023,Woninginbraak
5803,23-06-2023,Poging tot woninginbraak
5803,24-05-2023,Woninginbraak
5804,22-06-2023,Woninginbraak
5813,23-05-2023,Poging tot woninginbraak
5831,21-06-2023,Woninginbraak
5831,14-06-2023,Woninginbraak
5831,08-05-2023,Poging tot woninginbraak
5831,03-05-2023,Poging tot woninginbraak
5831,20-04-2023,Woninginbraak
5836,15-06-2023,Poging tot woninginbraak
5845,17-07-2023,Woninginbraak
5845,01-07-2023,Woninginbraak
5854,26-05-2023,Woninginbraak
5855,04-05-2023,Woninginbraak
5856,21-05-2023,Poging tot woninginbraak
5911,15-06-2023,Woninginbraak
5911,11-06-2023,Woninginbraak
5911,26-04-2023,Woninginbraak
5912,27-06-2023,Poging tot woninginbraak
5912,26-06-2023,Poging tot woninginbraak
5912,23-06-2023,Woninginbraak
5912,13-06-2023,Woninginbraak
5913,27-06-2023,Woninginbraak
5913,26-05-2023,Woninginbraak
5914,17-07-2023,Woninginbraak
5914,12-05-2023,Woninginbraak
5914,25-04-2023,Woninginbraak
5915,03-07-2023,Poging tot woninginbraak
5921,21-06-2023,Woninginbraak
5922,05-05-2023,Woninginbraak
5923,27-05-2023,Woninginbraak
5924,13-05-2023,Woninginbraak
5926,13-05-2023,Woninginbraak
5931,03-07-2023,Woninginbraak
5931,02-06-2023,Woninginbraak
5931,04-05-2023,Woninginbraak
5931,30-04-2023,Woninginbraak
5932,09-07-2023,Woninginbraak
5935,23-06-2023,Woninginbraak
5951,26-06-2023,Woninginbraak
5951,24-06-2023,Woninginbraak
5951,12-06-2023,Woninginbraak
5953,18-07-2023,Woninginbraak
5953,11-07-2023,Woninginbraak
5953,16-06-2023,Woninginbraak
5966,29-06-2023,Poging tot woninginbraak
5971,05-07-2023,Woninginbraak
5975,20-06-2023,Woninginbraak
5975,18-05-2023,Woninginbraak
5981,20-05-2023,Poging tot woninginbraak
5981,30-04-2023,Woninginbraak
5984,12-05-2023,Woninginbraak
5995,18-05-2023,Poging tot woninginbraak
5995,15-05-2023,Woninginbraak
5995,13-05-2023,Woninginbraak
6001,13-06-2023,Woninginbraak
6001,06-06-2023,Woninginbraak
6001,31-05-2023,Woninginbraak
6001,21-04-2023,Woninginbraak
6002,14-06-2023,Woninginbraak
6002,13-06-2023,Woninginbraak
6004,15-07-2023,Poging tot woninginbraak
6004,17-06-2023,Woninginbraak
6004,02-06-2023,Woninginbraak
6004,03-05-2023,Poging tot woninginbraak
6006,08-07-2023,Poging tot woninginbraak
6006,25-06-2023,Woninginbraak
6006,11-05-2023,Poging tot woninginbraak
6006,27-04-2023,Poging tot woninginbraak
6015,10-05-2023,Woninginbraak
6021,10-07-2023,Poging tot woninginbraak
6021,10-07-2023,Poging tot woninginbraak
6021,14-06-2023,Woninginbraak
6021,28-05-2023,Woninginbraak
6021,10-05-2023,Woninginbraak
6021,24-04-2023,Woninginbraak
6021,23-04-2023,Woninginbraak
6024,17-06-2023,Woninginbraak
6026,12-06-2023,Woninginbraak
6026,12-06-2023,Woninginbraak
6031,14-07-2023,Woninginbraak
6031,04-05-2023,Poging tot woninginbraak
6031,20-04-2023,Woninginbraak
6035,18-06-2023,Poging tot woninginbraak
6039,16-07-2023,Poging tot woninginbraak
6041,23-06-2023,Poging tot woninginbraak
6041,14-05-2023,Poging tot woninginbraak
6041,14-05-2023,Poging tot woninginbraak
6042,29-06-2023,Woninginbraak
6042,12-05-2023,Poging tot woninginbraak
6043,22-05-2023,Woninginbraak
6044,11-07-2023,Woninginbraak
6044,07-07-2023,Poging tot woninginbraak
6045,25-06-2023,Woninginbraak
6045,18-06-2023,Woninginbraak
6045,05-06-2023,Poging tot woninginbraak
6045,14-05-2023,Woninginbraak
6067,19-07-2023,Woninginbraak
6071,18-07-2023,Woninginbraak
6071,14-07-2023,Poging tot woninginbraak
6071,02-06-2023,Woninginbraak
6071,25-05-2023,Poging tot woninginbraak
6074,29-06-2023,Poging tot woninginbraak
6074,23-06-2023,Woninginbraak
6075,06-06-2023,Woninginbraak
6075,02-05-2023,Woninginbraak
6081,05-06-2023,Woninginbraak
6081,15-05-2023,Woninginbraak
6088,18-06-2023,Woninginbraak
6089,15-05-2023,Poging tot woninginbraak
6091,08-07-2023,Poging tot woninginbraak
6093,18-05-2023,Woninginbraak
6093,28-04-2023,Woninginbraak
6095,17-06-2023,Woninginbraak
6101,27-06-2023,Woninginbraak
6101,20-05-2023,Woninginbraak
6101,05-05-2023,Woninginbraak
6105,15-07-2023,Woninginbraak
6109,12-07-2023,Poging tot woninginbraak
6116,25-05-2023,Woninginbraak
6121,25-06-2023,Woninginbraak
6121,12-05-2023,Woninginbraak
6127,22-06-2023,Woninginbraak
6127,26-05-2023,Woninginbraak
6129,04-07-2023,Woninginbraak
6129,24-06-2023,Woninginbraak
6129,02-05-2023,Woninginbraak
6129,27-04-2023,Woninginbraak
6131,07-06-2023,Woninginbraak
6131,28-05-2023,Woninginbraak
6133,07-07-2023,Poging tot woninginbraak
6133,21-05-2023,Poging tot woninginbraak
6133,18-05-2023,Poging tot woninginbraak
6134,28-04-2023,Woninginbraak
6135,27-06-2023,Woninginbraak
6136,16-07-2023,Poging tot woninginbraak
6137,08-06-2023,Woninginbraak
6141,08-05-2023,Woninginbraak
6142,10-07-2023,Poging tot woninginbraak
6151,15-06-2023,Poging tot woninginbraak
6161,22-06-2023,Woninginbraak
6162,23-05-2023,Woninginbraak
6162,14-05-2023,Woninginbraak
6163,31-05-2023,Woninginbraak
6164,13-07-2023,Woninginbraak
6164,07-06-2023,Poging tot woninginbraak
6166,11-06-2023,Poging tot woninginbraak
6166,01-06-2023,Woninginbraak
6171,05-07-2023,Woninginbraak
6171,28-06-2023,Woninginbraak
6181,01-07-2023,Poging tot woninginbraak
6181,29-06-2023,Poging tot woninginbraak
6181,16-06-2023,Poging tot woninginbraak
6191,15-06-2023,Woninginbraak
6191,14-06-2023,Woninginbraak
6211,29-06-2023,Poging tot woninginbraak
6211,16-05-2023,Woninginbraak
6211,13-05-2023,Woninginbraak
6211,23-04-2023,Woninginbraak
6212,14-06-2023,Woninginbraak
6212,11-05-2023,Poging tot woninginbraak
6212,28-04-2023,Poging tot woninginbraak
6213,24-06-2023,Poging tot woninginbraak
6214,24-06-2023,Poging tot woninginbraak
6214,24-06-2023,Woninginbraak
6215,09-07-2023,Woninginbraak
6217,12-06-2023,Woninginbraak
6218,05-07-2023,Poging tot woninginbraak
6221,12-07-2023,Woninginbraak
6221,10-06-2023,Woninginbraak
6221,03-06-2023,Woninginbraak
6221,01-06-2023,Woninginbraak
6221,22-05-2023,Woninginbraak
6221,28-04-2023,Woninginbraak
6222,05-07-2023,Poging tot woninginbraak
6222,16-05-2023,Woninginbraak
6224,23-05-2023,Woninginbraak
6224,02-05-2023,Woninginbraak
6224,22-04-2023,Poging tot woninginbraak
6225,02-05-2023,Woninginbraak
6226,18-07-2023,Woninginbraak
6227,14-05-2023,Woninginbraak
6227,11-05-2023,Woninginbraak
6228,17-07-2023,Poging tot woninginbraak
6241,02-06-2023,Woninginbraak
6245,09-07-2023,Woninginbraak
6245,22-06-2023,Woninginbraak
6245,21-06-2023,Woninginbraak
6245,21-06-2023,Woninginbraak
6245,18-05-2023,Woninginbraak
6245,12-05-2023,Woninginbraak
6247,17-07-2023,Woninginbraak
6247,07-06-2023,Woninginbraak
6267,29-05-2023,Woninginbraak
6267,10-05-2023,Woninginbraak
6268,11-07-2023,Woninginbraak
6269,21-04-2023,Woninginbraak
6301,13-05-2023,Woninginbraak
6301,01-05-2023,Woninginbraak
6321,04-07-2023,Poging tot woninginbraak
6325,17-07-2023,Woninginbraak
6333,02-07-2023,Woninginbraak
6333,22-05-2023,Woninginbraak
6336,17-07-2023,Woninginbraak
6343,06-07-2023,Woninginbraak
6351,13-07-2023,Woninginbraak
6351,16-06-2023,Woninginbraak
6351,27-05-2023,Woninginbraak
6369,10-06-2023,Woninginbraak
6369,21-05-2023,Poging tot woninginbraak
6371,22-05-2023,Woninginbraak
6371,22-04-2023,Woninginbraak
6372,05-05-2023,Woninginbraak
6373,19-07-2023,Poging tot woninginbraak
6373,28-05-2023,Woninginbraak
6373,27-05-2023,Poging tot woninginbraak
6373,05-05-2023,Poging tot woninginbraak
6374,31-05-2023,Woninginbraak
6374,06-05-2023,Woninginbraak
6374,06-05-2023,Woninginbraak
6374,05-05-2023,Poging tot woninginbraak
6412,03-07-2023,Woninginbraak
6412,30-06-2023,Woninginbraak
6412,04-06-2023,Poging tot woninginbraak
6412,21-05-2023,Woninginbraak
6413,11-07-2023,Woninginbraak
6413,16-05-2023,Woninginbraak
6413,11-05-2023,Woninginbraak
6413,22-04-2023,Woninginbraak
6414,14-07-2023,Woninginbraak
6414,12-06-2023,Woninginbraak
6414,04-06-2023,Poging tot woninginbraak
6414,30-05-2023,Woninginbraak
6414,25-04-2023,Woninginbraak
6415,06-07-2023,Woninginbraak
6415,22-05-2023,Woninginbraak
6416,04-07-2023,Woninginbraak
6417,21-04-2023,Poging tot woninginbraak
6418,05-05-2023,Woninginbraak
6418,21-04-2023,Woninginbraak
6419,08-07-2023,Woninginbraak
6419,31-05-2023,Woninginbraak
6431,19-06-2023,Woninginbraak
6431,17-06-2023,Woninginbraak
6431,29-05-2023,Woninginbraak
6431,08-05-2023,Woninginbraak
6432,14-07-2023,Woninginbraak
6433,21-06-2023,Woninginbraak
6433,30-05-2023,Poging tot woninginbraak
6433,27-05-2023,Woninginbraak
6433,26-05-2023,Poging tot woninginbraak
